id	type	name	description
PP7435_Chr4-0559	ORF	PP7435_Chr4-0559	Hypothetical protein conserved (domain: RING-H2 zinc finger)
PP7435_Chr4-0560	ORF	PP7435_Chr4-0560	Hypothetical protein conserved (domain: C-terminal proteasome-interacting domain of thiored, Galactose-binding domain-like)
PP7435_Chr4-0562	ORF	PP7435_Chr4-0562	Hypothetical protein not well conserved (domain: Alba)
PP7435_Chr4-0563	ORF	COX12	Subunit VIb of cytochrome c oxidase, cytochrome c oxidase is also known as respiratory Complex IV and is the terminal member of the mitochondrial inner membrane electron transport chain, required for assembly of cytochrome c oxidase but not required for activity after assembly, phosphorylated, easily released from the intermembrane space, suggesting a loose association with Complex IV, enriched in mitochondria
PP7435_Chr4-0564	ORF	GRC3	Polynucleotide kinase present on rDNA, required for efficient transcription termination by RNA polymerase I, functions with Las1p in a conserved mechanism to modulate rRNA processing and ribosome biogenesis, required for cell growth, mRNA is cell-cycle regulated
PP7435_Chr4-0565	ORF	VPS20	Myristoylated subunit of ESCRTIII, the endosomal sorting complex required for transport of transmembrane proteins into the multivesicular body pathway to the lysosomal/vacuolar lumen, known in S. cerevisiae as cytoplasmic protein recruited to endosomal membranes
PP7435_Chr4-0566	ORF	RIX7	Putative ATPase of the AAA family, required for export of pre-ribosomal large subunits from the nucleus, distributed between the nucleolus, nucleoplasm, and nuclear periphery depending on growth conditions
PP7435_Chr4-0567	ORF	HEM2	Aminolevulinate dehydratase, a homo-octameric enzyme, catalyzes the conversion of 5-aminolevulinate to porphobilinogen, the second step in heme biosynthesis, enzymatic activity is zinc-dependent, known in S. cerevisiae as cytoplasmic and nuclear protein
PP7435_Chr4-0568	ORF	PP7435_Chr4-0568	Protein with low similarity to DnaJ-like protein of Candida albicans
PP7435_Chr4-0569	ORF	AGX1	Alanine:glyoxylate aminotransferase (AGT), catalyzes the synthesis of glycine from glyoxylate, which is one of three pathways for glycine biosynthesis in yeast, has similarity to mammalian and plant alanine:glyoxylate aminotransferases, enriched in cytosol, and additionally enriched in Golgi in glucose-grown cells
PP7435_Chr4-0570	ORF	SHM2	Cytosolic serine hydroxymethyltransferase, converts serine to glycine plus 5,10 methylenetetrahydrofolate, major isoform involved in generating precursors for purine, pyrimidine, amino acid, and lipid biosynthesis, enriched in cytosol
PP7435_Chr4-0571	ORF	RPS16B	Protein component of the small (40S) ribosomal subunit, homologous to mammalian ribosomal protein S16 and bacterial S9, enriched in cytosol, and additionally enriched in Golgi in glucose-grown cells, Pichia pastoris does not have the paralog RPS16A
PP7435_Chr4-0572	ORF	RPL13B	Ribosomal 60S subunit protein L13B, not essential in S. cerevisiae for viability, homologous to mammalian ribosomal protein L13, no bacterial homolog, enriched in cytosol in glucose-grown cells, Pichia pastoris does not have the paralog RPL13A
PP7435_Chr4-0573	ORF	RPP1A	Ribosomal stalk protein P1 alpha, involved in the interaction between translational elongation factors and the ribosome, accumulation of P1 in the cytoplasm is regulated by phosphorylation and interaction with the P2 stalk component
PP7435_Chr4-0574	ORF	SIP5	Protein of unknown function, interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase, forms cytoplasmic foci upon DNA replication stress
PP7435_Chr4-0575	ORF	PP7435_Chr4-0575	Hypothetical protein not conserved
PP7435_Chr4-0576	ORF	PP7435_Chr4-0576	Protein with similarity to YLR326W (Putative protein of unknown function, predicted to be palmitoylated)
PP7435_Chr4-0577	ORF	ECT1	Ethanolamine-phosphate cytidylyltransferase, catalyzes the second step of phosphatidylethanolamine biosynthesis, involved in the maintenance of plasma membrane, similar to mammalian CTP: phosphocholine cytidylyl-transferases
PP7435_Chr4-0578	ORF	TMA10	Protein of unknown function that associates with ribosomes, protein abundance in S. cerevisiae increases in response to DNA replication stress, Pichia pastoris does not have the paralog STF2
PP7435_Chr4-0579	ORF	PP7435_Chr4-0579	Hypothetical protein not conserved
PP7435_Chr4-0580	ORF	GET3	Guanine nucleotide exchange factor for Gpa1p, amplifies G protein signaling, subunit of the GET complex, which is involved in Golgi to ER trafficking and insertion of proteins into the ER membrane, has low-level ATPase activity, protein abundance in S. cerevisiae increases in response to DNA replication stress
PP7435_Chr4-0581	ORF	ALK2	Protein kinase, accumulation and phosphorylation are periodic during the cell cycle, phosphorylated in response to DNA damage, contains in S. cerevisiae characteristic motifs for degradation via the APC pathway, Pichia pastoris does not have the paralog ALK1, similar to mammalian haspins
PP7435_Chr4-0582	ORF	GET1	Subunit of the GET complex, involved in insertion of proteins into the ER membrane, required for the retrieval of HDEL proteins from the Golgi to the ER in an ERD2 dependent fashion and for normal mitochondrial morphology and inheritance, enriched among several compartments
PP7435_Chr4-0583	ORF	CKB1	Beta regulatory subunit of casein kinase 2 (CK2), a Ser/Thr protein kinase with roles in cell growth and proliferation, CK2, comprised of CKA1, CKA2, CKB1 and CKB2, has many substrates including transcription factors and all RNA polymerases
PP7435_Chr4-0584	ORF	ATE1	Arginyl-tRNA-protein transferase, catalyzes post-translational conjugation of arginine to the amino termini of acceptor proteins which are then subject to degradation via the N-end rule pathway
PP7435_Chr4-0585	tRNA	PP7435_Chr4-0585	 
PP7435_Chr4-0586	ORF	FRE2-1	Ferric reductase and cupric reductase, reduces siderophore-bound iron and oxidized copper prior to upTake by transporters, enriched in microsome, and additionally enriched in Golgi in methanol-grown cells, expression in S. cerevisiae induced by low iron levels but not by low copper levels
PP7435_Chr4-0587	ORF	PRO3	Delta 1-pyrroline-5-carboxylate reductase, catalyzes the last step in proline biosynthesis, enriched in cytosol in glucose-grown cells and in Golgi in methanol-grown cells
PP7435_Chr4-0588	ORF	ILM1	Protein of unknown function, may be involved in mitochondrial DNA maintenance, required for slowed DNA synthesis-induced filamentous growth
PP7435_Chr4-0589	ORF	DAP1	Heme-binding protein involved in regulation of cytochrome P450 protein Erg11p, damage response protein, related to mammalian membrane progesterone receptors, mutations in S. cerevisiae lead to defects in telomeres, mitochondria, and sterol synthesis
PP7435_Chr4-0590	ORF	PP7435_Chr4-0590	Hypothetical protein conserved (domain: NAT_SF, N-Acyltransferase superfamily), enriched in cytosol in glucose-grown cells
PP7435_Chr4-0591	ORF	SEC63	Essential subunit in S. cerevisiae of Sec63 complex (Sec63p, Sec62p, Sec66p and Sec72p), with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER, enriched among several compartments
PP7435_Chr4-0592	ORF	MEX67	Poly(A)RNA binding protein involved in nuclear mRNA export, component of the nuclear pore, ortholog of human TAP
PP7435_Chr4-0593	ORF	CDC60	Cytosolic leucyl tRNA synthetase, ligates leucine to the appropriate tRNA, enriched in cytosol
PP7435_Chr4-0594	ORF	ENV9	Protein proposed to be involved in vacuolar functions, S. cerevisiae mutant shows defect in CPY processing and defects in vacuolar morphology, has similarity to oxidoreductases, found in lipid particles, required for replication of Brome mosaic virus in S. cerevisiae, a model system for studying replication of positive-strand RNA viruses in their natural hosts
PP7435_Chr4-0595	ORF	PP7435_Chr4-0595	Hypothetical protein not well conserved (domain: RNA polymerase II transcription mediator complex)
PP7435_Chr4-0596	ORF	TOM40	Component of the TOM (translocase of outer membrane) complex, responsible for recognition and initial import steps for all mitochondrially directed proteins, constitutes the core element of the protein conducting pore, pre-Tom40p is phosphorylated by PKA, which impairs its import into mitochondria under non-respiratory conditions, enriched in vacuole, and additionally enriched in mitochondria in methanol-grown cells
PP7435_Chr4-0597	ORF	INP1	Membrane protein, known in S. cerevisiae as peroxisomal protein, involved in peroxisomal inheritance, recruitment to peroxisomes is mediated by interaction with Pex3p at the peroxisomal membrane
PP7435_Chr4-0598	tRNA	PP7435_Chr4-0598	 
PP7435_Chr4-0599	ORF	NIP100	Large subunit of the dynactin complex, which is involved in partitioning the mitotic spindle between mother and daughter cells, putative ortholog of mammalian p150(glued)
PP7435_Chr4-0600	ORF	CDC31	Calcium-binding component of the spindle pole body (SPB) half-bridge, required for SPB duplication in mitosis and meiosis II, homolog of mammalian centrin, binds multiubiquitinated proteins and is involved in proteasomal protein degradation
PP7435_Chr4-0601	ORF	MRPL40	Mitochondrial ribosomal protein of the large subunit, enriched in mitochondria in methanol-grown cells
PP7435_Chr4-0602	ORF	RPT4	ATPase of the 19S regulatory particle of the 26S proteasome, one of six ATPases of the regulatory particle, involved in degradation of ubiquitinated substrates, contributes preferentially to ERAD, required for spindle pole body duplication, enriched in cytosol, known in S. cerevisiae as nuclear protein
PP7435_Chr4-0603	ORF	GCD1	Gamma subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2, activity subsequently regulated by phosphorylated eIF2, first identified as a negative regulator of GCN4 expression
PP7435_Chr4-0604	ORF	PP7435_Chr4-0604	Hypothetical protein not conserved
PP7435_Chr4-0605	ORF	PP7435_Chr4-0605	Hypothetical protein not conserved
PP7435_Chr4-0606	ORF	PP7435_Chr4-0606	Hypothetical protein not conserved
PP7435_Chr4-0607	ORF	EXO5	5'-3' exonuclease and sliding exonuclease, known in S. cerevisiae as mitochondrial protein required for mitochondrial genome maintenance, distantly related to the RecB nuclease domain of bacterial RecBCD recombinases, may be regulated by the transcription factor Ace2
PP7435_Chr4-0608	ORF	AIM11	Protein of unknown function, S. cerevisiae null mutant is viable but shows increased loss of mitochondrial genome and synthetic interaction with prohibitin (phb1) and contains an intron, Pichia pastoris does not have the paralog YBL059W
PP7435_Chr4-0609	ORF	PP7435_Chr4-0609	Hypothetical protein not conserved
PP7435_Chr4-0610	ORF	TSC11	Subunit of TORC2 (Tor2p-Lst8p-Avo1-Avo2-Tsc11p-Bit61p), a membrane-associated complex that regulates actin cytoskeletal dynamics during polarized growth and cell wall integrity, involved in sphingolipid metabolism, contains a RasGEFN domain
PP7435_Chr4-0611	ORF	YTP1	Probable type-III integral membrane protein of unknown function, has regions of similarity to mitochondrial electron transport proteins
PP7435_Chr4-0612	ORF	PP7435_Chr4-0612	Hypothetical protein conserved (domain: DUF2009)
PP7435_Chr4-0613	ORF	CYB5-1	Cytochrome b5, involved in the sterol and lipid biosynthesis pathways, acts as an electron donor to support sterol C5-6 desaturation, enriched in microsome
PP7435_Chr4-0614	ORF	PP7435_Chr4-0614	Protein with low similarity to NOP15, constituent of 66S pre-ribosomal particles, enriched in Golgi and cytosol in glucose-grown cells
PP7435_Chr4-0615	ORF	PP7435_Chr4-0615	Protein with similarity to YOR111W (Putative protein of unknown function)
PP7435_Chr4-0616	ORF	TFC7	RNA pol III transcription initiation factor complex (TFIIIC) subunit, part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes, Pichia pastoris does not have the paralog YOR110W
PP7435_Chr4-0617	ORF	YAF9	Subunit of both the NuA4 histone H4 acetyltransferase complex and the SWR1 complex, may function to antagonize silencing near telomeres, interacts directly with Swc4p, has homology to human leukemogenic protein AF9, contains a YEATS domain
PP7435_Chr4-0618	ORF	PP7435_Chr4-0618	Hypothetical protein not well conserved (domain: alkyl hydroperoxide reductase and thiol specific antioxidant, AhpC/TSA family)
PP7435_Chr4-0620	ORF	RPL8A	Ribosomal 60S subunit protein L8A, mutation in S. cerevisiae results in decreased amounts of free 60S subunits, homologous to mammalian ribosomal protein L7A, no bacterial homolog, enriched in cytosol in glucose-grown cells, Pichia pastoris has also the paralog RPL8B
PP7435_Chr4-0622	ORF	IES6	Component of the INO80 chromatin remodeling complex, critical for INO80 function, involved in regulation of chromosome segregation and maintenance of normal centromeric chromatin structure, human ortholog INO80C is a member of the human INO80 complex, implicated in DNA repair based on genetic interactions with RAD52 epistasis genes
PP7435_Chr4-0623	ORF	PP7435_Chr4-0623	Protein with low similarity to molybdenum cofactor sulfurase protein-like proteins
PP7435_Chr4-0624	ORF	MET10	Subunit alpha of assimilatory sulfite reductase, which converts sulfite into sulfide, enriched in cytosol
