PP7435_Chr1-0001	PAS_chr1-3_0003
PP7435_Chr3-0853	PAS_chr3_0363
PP7435_Chr3-0854	PAS_chr3_0362
PP7435_Chr3-0855	PAS_chr3_0361
PP7435_Chr3-0856	PAS_chr3_0360
PP7435_Chr3-0857	PAS_chr3_0359
PP7435_Chr3-0858	PAS_chr3_0358
PP7435_Chr3-0859	PAS_chr3_0357
PP7435_Chr3-0861	PAS_chr3_0354
PP7435_Chr3-0862	PAS_chr3_0352
PP7435_Chr3-0863	PAS_chr3_0351
PP7435_Chr3-0865	PAS_chr3_0349
PP7435_Chr3-0866	PAS_chr3_0348
PP7435_Chr3-0867	PAS_chr3_0347
PP7435_Chr3-0868	PAS_chr3_0346
PP7435_Chr3-0869	PAS_chr3_0345
PP7435_Chr3-0871	PAS_chr3_0343
PP7435_Chr3-0872	PAS_chr3_1178
PP7435_Chr3-0873	PAS_chr3_0342
PP7435_Chr3-0874	PAS_chr3_0341
PP7435_Chr3-0875	PAS_chr3_0340
PP7435_Chr3-0876	PAS_chr3_1177
PP7435_Chr3-0877	PAS_chr3_0339
PP7435_Chr3-0878	PAS_chr3_0338
PP7435_Chr3-0879	PAS_chr3_0337
PP7435_Chr3-0880	no GS115 homolog
PP7435_Chr3-0881	PAS_chr3_0336
PP7435_Chr3-0882	PAS_chr3_0335
PP7435_Chr3-0883	no GS115 homolog
PP7435_Chr3-0884	PAS_chr3_0333
PP7435_Chr3-0885	PAS_chr3_0332
PP7435_Chr3-0886	PAS_chr3_0331
PP7435_Chr3-0887	PAS_chr3_0330
PP7435_Chr3-0888	PAS_chr3_0329
PP7435_Chr3-0889	PAS_chr3_0327
PP7435_Chr3-0890	PAS_chr3_0326
PP7435_Chr3-0891	PAS_chr3_0325
PP7435_Chr3-0892	PAS_chr3_0324
PP7435_Chr3-0893	PAS_chr3_0322
PP7435_Chr3-0894	PAS_chr3_0321
PP7435_Chr3-0895	PAS_chr3_0320
PP7435_Chr3-0896	PAS_chr3_0319
PP7435_Chr3-0897	PAS_chr3_0318
PP7435_Chr3-0898	PAS_chr3_0317
PP7435_Chr3-0899	PAS_chr3_0316
PP7435_Chr3-0900	
PP7435_Chr3-0901	PAS_chr3_0315
PP7435_Chr3-0902	no GS115 homolog
PP7435_Chr3-0903	PAS_chr3_0313
PP7435_Chr3-0904	PAS_chr3_0312
PP7435_Chr3-0905	PAS_chr3_0311
PP7435_Chr3-0906	PAS_chr3_0310
PP7435_Chr3-0907	PAS_chr3_0309
PP7435_Chr3-0908	PAS_chr3_0308
PP7435_Chr3-0909	
PP7435_Chr3-0910	PAS_chr3_0307
PP7435_Chr3-0911	PAS_chr3_0306
PP7435_Chr3-0912	PAS_chr3_0305
PP7435_Chr3-0913	PAS_chr3_0303
PP7435_Chr3-0914	
PP7435_Chr3-0915	PAS_chr3_0302
PP7435_Chr3-0916	
PP7435_Chr3-0917	PAS_chr3_0301
PP7435_Chr3-0918	PAS_chr3_0300
PP7435_Chr3-0919	PAS_chr3_0299
PP7435_Chr3-0920	PAS_chr3_0298
PP7435_Chr3-0921	PAS_chr3_0297
PP7435_Chr3-0922	no GS115 homolog
PP7435_Chr3-0923	homolog not anymore annotated
PP7435_Chr3-0924	PAS_chr3_0295
PP7435_Chr3-0925	PAS_chr3_0294
PP7435_Chr3-0926	PAS_chr3_0293
PP7435_Chr3-0927	PAS_chr3_1176
PP7435_Chr3-0928	PAS_chr3_0292
PP7435_Chr3-0929	PAS_chr3_1175
PP7435_Chr3-0930	PAS_chr3_0291
PP7435_Chr3-0931	PAS_chr3_0290
PP7435_Chr3-0932	PAS_chr3_0289
PP7435_Chr3-0933	PAS_chr3_0288
PP7435_Chr3-0935	PAS_chr3_0285
PP7435_Chr3-0936	
PP7435_Chr3-0937	PAS_chr3_0284
PP7435_Chr3-0938	PAS_chr3_0283
PP7435_Chr3-0940	PAS_chr3_0281
PP7435_Chr3-0941	PAS_chr3_0280
PP7435_Chr3-0942	PAS_chr3_0279
PP7435_Chr3-0943	PAS_chr3_0278
PP7435_Chr3-0944	PAS_chr3_0277
PP7435_Chr3-0945	
PP7435_Chr3-0946	PAS_chr3_0276
PP7435_Chr3-0947	PAS_chr3_0275
PP7435_Chr3-0949	PAS_chr3_0272
PP7435_Chr3-0950	PAS_chr3_0271
PP7435_Chr3-0951	PAS_chr3_0270
PP7435_Chr3-0952	PAS_chr3_0269
PP7435_Chr3-0953	PAS_chr3_0268
PP7435_Chr3-0954	PAS_chr3_0267
PP7435_Chr3-0955	PAS_chr3_1173
PP7435_Chr3-0956	PAS_chr3_0266
PP7435_Chr3-0957	PAS_chr3_0265
PP7435_Chr3-0958	PAS_chr3_0264
PP7435_Chr3-0959	PAS_chr3_0263
PP7435_Chr3-0960	PAS_chr3_1172
PP7435_Chr3-0961	PAS_chr3_0262
PP7435_Chr3-0962	PAS_chr3_0261
PP7435_Chr3-0963	PAS_chr3_0260
PP7435_Chr3-0964	PAS_chr3_0259
PP7435_Chr3-0965	PAS_chr3_0258
PP7435_Chr3-0966	PAS_chr3_0257
PP7435_Chr3-0967	PAS_chr3_0256
PP7435_Chr3-0969	PAS_chr3_0253
PP7435_Chr3-0970	PAS_chr3_0252
PP7435_Chr3-0971	PAS_chr3_0251
PP7435_Chr3-0972	PAS_chr3_0250
PP7435_Chr3-0973	PAS_chr3_0249
PP7435_Chr3-0974	PAS_chr3_0248
PP7435_Chr3-0975	PAS_chr3_0247
PP7435_Chr3-0976	PAS_chr3_0246
PP7435_Chr3-0977	PAS_chr3_0245
PP7435_Chr3-0978	PAS_chr3_0244
PP7435_Chr3-0979	PAS_chr3_0242
PP7435_Chr3-0980	PAS_chr3_0242
PP7435_Chr3-0981	PAS_chr3_0241
PP7435_Chr3-0982	PAS_chr3_0240
PP7435_Chr3-0983	PAS_chr3_1170
PP7435_Chr3-0984	PAS_chr3_0239
PP7435_Chr3-0985	PAS_chr3_0238
PP7435_Chr3-0986	homolog not anymore annotated
PP7435_Chr3-0987	PAS_chr3_0236
PP7435_Chr3-0988	PAS_chr3_0235
PP7435_Chr3-0989	PAS_chr3_0234
PP7435_Chr3-0990	PAS_chr3_0233
PP7435_Chr3-0991	PAS_chr3_0232
PP7435_Chr3-0992	PAS_chr3_0231
PP7435_Chr3-0993	PAS_chr3_1169
PP7435_Chr3-0994	PAS_chr3_1168
PP7435_Chr3-0995	PAS_chr3_1167
PP7435_Chr3-0996	PAS_chr3_0230
PP7435_Chr3-0997	PAS_chr3_0229
PP7435_Chr3-0998	PAS_chr3_0228
PP7435_Chr3-0999	PAS_chr3_0227
PP7435_Chr3-1001	PAS_chr3_0225
PP7435_Chr3-1002	PAS_chr3_0224
PP7435_Chr3-1003	PAS_chr3_1165
PP7435_Chr3-1005	PAS_chr3_0222
PP7435_Chr3-1006	PAS_chr3_0221
PP7435_Chr3-1007	PAS_chr3_0220
PP7435_Chr3-1008	PAS_chr3_0219
PP7435_Chr3-1009	PAS_chr3_0218
PP7435_Chr3-1010	PAS_chr3_0217
PP7435_Chr3-1011	PAS_chr3_0216
PP7435_Chr3-1013	PAS_chr3_0215
PP7435_Chr3-1014	no GS115 homolog
PP7435_Chr3-1015	PAS_chr3_0214
PP7435_Chr3-1016	PAS_chr3_0213
PP7435_Chr3-1017	PAS_chr3_0212
PP7435_Chr3-1018	PAS_chr3_0211
PP7435_Chr3-1019	PAS_chr3_0210
PP7435_Chr3-1020	no GS115 homolog
PP7435_Chr3-1021	PAS_chr3_1161
PP7435_Chr3-1022	PAS_chr3_0209
PP7435_Chr3-1023	PAS_chr3_0208
PP7435_Chr3-1024	PAS_chr3_0207
PP7435_Chr3-1025	PAS_chr3_0206
PP7435_Chr3-1026	PAS_chr3_0205
PP7435_Chr3-1027	PAS_chr3_0204
PP7435_Chr3-1028	PAS_chr3_0203
PP7435_Chr3-1029	PAS_chr3_0202
PP7435_Chr3-1030	homolog not anymore annotated
PP7435_Chr3-1031	PAS_chr3_0200
PP7435_Chr3-1032	PAS_chr3_0199
PP7435_Chr3-1033	PAS_chr3_0198
PP7435_Chr3-1034	PAS_chr3_0197
PP7435_Chr3-1035	
PP7435_Chr3-1036	PAS_chr3_0195
PP7435_Chr3-1037	PAS_chr3_0194
PP7435_Chr3-1038	PAS_chr3_0193
PP7435_Chr3-1039	PAS_chr3_0192
PP7435_Chr3-1040	PAS_chr3_0191
PP7435_Chr3-1041	PAS_chr3_0189
PP7435_Chr3-1042	PAS_chr3_0188
PP7435_Chr3-1043	PAS_chr3_0187
PP7435_Chr3-1044	PAS_chr3_0186
PP7435_Chr3-1045	PAS_chr3_0185
PP7435_Chr3-1046	
PP7435_Chr3-1047	PAS_chr3_0184
PP7435_Chr3-1048	PAS_chr3_0183
PP7435_Chr3-1049	PAS_chr3_0182
PP7435_Chr3-1050	PAS_chr3_0181
PP7435_Chr3-1051	PAS_chr3_0180
PP7435_Chr3-1052	PAS_chr3_0179
PP7435_Chr3-1053	PAS_chr3_0178
PP7435_Chr3-1054	PAS_chr3_0177
PP7435_Chr3-1055	PAS_chr3_1160
PP7435_Chr3-1056	PAS_chr3_1159
PP7435_Chr3-1058	PAS_chr3_0175
PP7435_Chr3-1059	PAS_chr3_0174
PP7435_Chr3-1060	PAS_chr3_0173
PP7435_Chr3-1061	PAS_chr3_0172
PP7435_Chr3-1062	PAS_chr3_0170
PP7435_Chr3-1063	PAS_chr3_1158
PP7435_Chr3-1064	PAS_chr3_0169
PP7435_Chr3-1065	PAS_chr3_0168
PP7435_Chr3-1066	PAS_chr3_0167
PP7435_Chr3-1067	no GS115 homolog
PP7435_Chr3-1068	PAS_chr3_1157
PP7435_Chr3-1069	PAS_chr3_0166
PP7435_Chr3-1070	PAS_chr3_0165
PP7435_Chr3-1071	PAS_chr3_0164
PP7435_Chr3-1072	no GS115 homolog
PP7435_Chr3-1073	homolog not anymore annotated
PP7435_Chr3-1074	PAS_chr3_0162
PP7435_Chr3-1075	PAS_chr3_0161
PP7435_Chr3-1076	PAS_chr3_0160
PP7435_Chr3-1077	PAS_chr3_0159
PP7435_Chr3-1078	PAS_chr3_0158
PP7435_Chr3-1079	PAS_chr3_0157
PP7435_Chr3-1080	PAS_chr3_0156
PP7435_Chr3-1081	homolog not anymore annotated
PP7435_Chr3-1082	homolog not anymore annotated
PP7435_Chr3-1085	PAS_chr3_0152
PP7435_Chr3-1086	homolog not anymore annotated
PP7435_Chr3-1088	PAS_chr3_0148
PP7435_Chr3-1089	PAS_chr3_0147
PP7435_Chr3-1090	PAS_chr3_0146
PP7435_Chr3-1091	homolog not anymore annotated
PP7435_Chr3-1092	PAS_chr3_0144
PP7435_Chr3-1093	PAS_chr3_0143
PP7435_Chr3-1095	PAS_chr3_0141
PP7435_Chr3-1096	PAS_chr3_1155
PP7435_Chr3-1097	PAS_chr3_0140
PP7435_Chr3-1098	PAS_chr3_0139
PP7435_Chr3-1099	PAS_chr3_0138
PP7435_Chr3-1100	PAS_chr3_0137
PP7435_Chr3-1101	PAS_chr3_0136
PP7435_Chr3-1102	PAS_chr3_0135
PP7435_Chr3-1103	PAS_chr3_0134
PP7435_Chr3-1104	PAS_chr3_0133
PP7435_Chr3-1105	PAS_chr3_0132
PP7435_Chr3-1106	PAS_chr3_0131
PP7435_Chr3-1107	PAS_chr3_0130
PP7435_Chr3-1109	PAS_chr3_0127
PP7435_Chr3-1110	PAS_chr3_0126
PP7435_Chr3-1111	PAS_chr3_0125
PP7435_Chr3-1112	PAS_chr3_0124
PP7435_Chr3-1113	PAS_chr3_0123
PP7435_Chr3-1114	PAS_chr3_0122
PP7435_Chr3-1115	PAS_chr3_0121
PP7435_Chr3-1116	PAS_chr3_0120
PP7435_Chr3-1117	PAS_chr3_0119
PP7435_Chr3-1118	PAS_chr3_0118
PP7435_Chr3-1119	PAS_chr3_0117
PP7435_Chr3-1120	PAS_chr3_0116
PP7435_Chr3-1121	PAS_chr3_0115
PP7435_Chr3-1123	PAS_chr3_0112
PP7435_Chr3-1124	PAS_chr3_0111
PP7435_Chr3-1125	PAS_chr3_0111
PP7435_Chr3-1126	PAS_chr3_0110
PP7435_Chr3-1127	homolog not anymore annotated
PP7435_Chr3-1128	PAS_chr3_0108
PP7435_Chr3-1129	PAS_chr3_0107
PP7435_Chr3-1130	PAS_chr3_1154
PP7435_Chr3-1131	PAS_chr3_0106
PP7435_Chr3-1132	PAS_chr3_0105
PP7435_Chr3-1133	PAS_chr3_0104
PP7435_Chr3-1134	PAS_chr3_0103
PP7435_Chr3-1135	PAS_chr3_0102
PP7435_Chr3-1136	PAS_chr3_0101
PP7435_Chr3-1137	no GS115 homolog
PP7435_Chr3-1138	PAS_chr3_0100
PP7435_Chr3-1139	PAS_chr3_0099
PP7435_Chr3-1140	PAS_chr3_0098
PP7435_Chr3-1141	PAS_chr3_0097
PP7435_Chr3-1142	PAS_chr3_0096
PP7435_Chr3-1143	PAS_chr3_0095
PP7435_Chr3-1144	PAS_chr3_0094
PP7435_Chr3-1145	PAS_chr3_0092
PP7435_Chr3-1146	PAS_chr3_0091
PP7435_Chr3-1147	PAS_chr3_0090
PP7435_Chr3-1148	PAS_chr3_0089
PP7435_Chr3-1149	PAS_chr3_0087
PP7435_Chr3-1150	PAS_chr3_0086
PP7435_Chr3-1151	PAS_chr3_0085
PP7435_Chr3-1152	PAS_chr3_0084
PP7435_Chr3-1153	PAS_chr3_0083
PP7435_Chr3-1154	PAS_chr3_0082
PP7435_Chr3-1155	PAS_chr3_0080
PP7435_Chr3-1156	PAS_chr3_0079
PP7435_Chr3-1157	homolog not anymore annotated
PP7435_Chr3-1158	PAS_chr3_0078
PP7435_Chr3-1159	PAS_chr3_0077
PP7435_Chr3-1160	PAS_chr3_0076
PP7435_Chr3-1161	PAS_chr3_0075
PP7435_Chr3-1162	
PP7435_Chr3-1163	PAS_chr3_1152
PP7435_Chr3-1164	PAS_chr3_0074
PP7435_Chr3-1165	PAS_chr3_1151
PP7435_Chr3-1166	PAS_chr3_0073
PP7435_Chr3-1167	PAS_chr3_1150
PP7435_Chr3-1168	PAS_chr3_1149
PP7435_Chr3-1169	PAS_chr3_0072
PP7435_Chr3-1170	PAS_chr3_0071
PP7435_Chr3-1171	homolog not anymore annotated
PP7435_Chr3-1172	PAS_chr3_0069
PP7435_Chr3-1173	PAS_chr3_0068
PP7435_Chr3-1174	PAS_chr3_0067
PP7435_Chr3-1175	PAS_chr3_0066
PP7435_Chr3-1176	no GS115 homolog
PP7435_Chr3-1177	PAS_chr3_0065
PP7435_Chr3-1178	PAS_chr3_0064
PP7435_Chr3-1179	PAS_chr3_0063
PP7435_Chr3-1180	PAS_chr3_0062
PP7435_Chr3-1181	PAS_chr3_1148
PP7435_Chr3-1183	PAS_chr3_0059
PP7435_Chr3-1184	PAS_chr3_0058
PP7435_Chr3-1185	PAS_chr3_0057
PP7435_Chr3-1186	PAS_chr3_0056
PP7435_Chr3-1187	PAS_chr3_0055
PP7435_Chr3-1188	PAS_chr3_0054
PP7435_Chr3-1189	PAS_chr3_0053
PP7435_Chr3-1190	PAS_chr3_0052
PP7435_Chr3-1191	PAS_chr3_0051
PP7435_Chr3-1192	PAS_chr3_0050
PP7435_Chr3-1193	PAS_chr3_0048
PP7435_Chr3-1194	PAS_chr3_0047
PP7435_Chr3-1195	PAS_chr3_0046
PP7435_Chr3-1196	PAS_chr3_0045
PP7435_Chr3-1197	PAS_chr3_0044
PP7435_Chr3-1198	PAS_chr3_1147
PP7435_Chr3-1199	no GS115 homolog
PP7435_Chr3-1200	PAS_chr3_1146
PP7435_Chr3-1201	PAS_chr3_0043
PP7435_Chr3-1202	PAS_chr3_0042
PP7435_Chr3-1203	PAS_chr3_0041
PP7435_Chr3-1204	
PP7435_Chr3-1205	PAS_chr3_0040
PP7435_Chr3-1206	PAS_chr3_0039
PP7435_Chr3-1207	PAS_chr3_0038
PP7435_Chr3-1208	PAS_chr3_0037
PP7435_Chr3-1209	PAS_chr3_0036
PP7435_Chr3-1210	PAS_chr3_0035
PP7435_Chr3-1211	PAS_chr3_0032
PP7435_Chr3-1212	
PP7435_Chr3-1213	PAS_chr3_0030
PP7435_Chr3-1214	PAS_chr3_0029
PP7435_Chr3-1215	PAS_chr3_0028
PP7435_Chr3-1216	PAS_chr3_0027
PP7435_Chr3-1217	PAS_chr3_0026
PP7435_Chr3-1218	PAS_chr3_0024
PP7435_Chr3-1219	PAS_chr3_0023
PP7435_Chr3-1220	PAS_chr3_0022
PP7435_Chr3-1221	PAS_chr3_0020
PP7435_Chr3-1222	PAS_chr3_0019
PP7435_Chr3-1223	PAS_chr3_0018
PP7435_Chr3-1224	PAS_chr3_0017
PP7435_Chr3-1225	PAS_chr3_0016
PP7435_Chr3-1226	PAS_chr3_0015
PP7435_Chr3-1227	PAS_chr3_0014
PP7435_Chr3-1228	PAS_chr3_1145
PP7435_Chr3-1229	PAS_chr3_0013
PP7435_Chr3-1230	PAS_chr3_0012
PP7435_Chr3-1231	PAS_chr3_1144
PP7435_Chr3-1232	PAS_chr3_0010
PP7435_Chr3-1233	PAS_chr3_0008
PP7435_Chr3-1234	PAS_chr3_0006
PP7435_Chr3-1235	PAS_chr3_0005
PP7435_Chr3-1236	PAS_chr3_0002
PP7435_Chr3-1237	PAS_chr3_0002
PP7435_Chr3-1238	
PP7435_Chr3-1242	
PP7435_Chr3-1248	PAS_c131_0019
PP7435_Chr3-1259	PAS_c131_0017
PP7435_Chr3-1270	PAS_c131_0016
PP7435_Chr3-1281	PAS_c131_0014
PP7435_Chr3-1292	no GS115 homolog
PP7435_Chr3-1303	PAS_chr3_1135
PP7435_Chr3-1314	PAS_chr3_1122
PP7435_Chr3-1325	PAS_chr3_1121
PP7435_Chr3-1336	PAS_chr3_1112
PP7435_Chr3-1347	PAS_chr3_1111
PP7435_Chr3-1369	PAS_chr3_1104
PP7435_Chr3-1380	PAS_chr3_1103
PP7435_Chr3-1391	PAS_chr3_1102
PP7435_Chr3-1402	PAS_chr3_1255
PP7435_Chr3-1413	PAS_chr3_1098
PP7435_Chr3-1424	no GS115 homolog
PP7435_Chr3-1435	homolog not anymore annotated
PP7435_Chr3-1446	no GS115 homolog
PP7435_Chr3-1457	PAS_chr3_1079
PP7435_Chr3-1468	PAS_chr3_1062
PP7435_Chr3-1479	PAS_chr3_1061
PP7435_Chr3-1490	PAS_chr3_1244
PP7435_Chr3-1501	PAS_chr3_0967
PP7435_Chr3-1545	no GS115 homolog
PP7435_Chr3-1556	homolog not anymore annotated
PP7435_Chr3-1567	PAS_chr3_0936
PP7435_Chr3-1578	PAS_chr3_0935
PP7435_Chr3-1589	PAS_chr3_0933
PP7435_Chr3-1600	PAS_chr3_1241
PP7435_Chr3-1611	PAS_chr3_0927
PP7435_Chr3-1622	PAS_chr3_0925
PP7435_Chr3-1633	PAS_chr3_0924
PP7435_Chr3-1644	PAS_chr3_0911
PP7435_Chr3-1655	PAS_chr3_0907
PP7435_Chr3-1666	PAS_chr3_0875
PP7435_Chr3-1677	PAS_chr3_0874
PP7435_Chr3-1688	no GS115 homolog
PP7435_Chr3-1699	PAS_chr3_0861
PP7435_Chr3-1710	PAS_chr3_0860
PP7435_Chr3-1721	PAS_chr3_0821
PP7435_Chr3-1732	no GS115 homolog
PP7435_Chr3-1743	PAS_chr3_0811
PP7435_Chr3-1754	PAS_chr3_0810
PP7435_Chr3-1765	PAS_chr3_0809
PP7435_Chr3-1776	PAS_chr3_0780
PP7435_Chr3-1787	PAS_chr3_1218
PP7435_Chr3-1798	PAS_chr3_0766
PP7435_Chr3-1809	PAS_chr3_1217
PP7435_Chr3-1820	PAS_chr3_0745
PP7435_Chr3-1831	PAS_chr3_1215
PP7435_Chr3-1842	PAS_chr3_0721
PP7435_Chr3-1853	homolog not anymore annotated
PP7435_Chr3-1864	PAS_chr3_0696
PP7435_Chr3-1875	PAS_chr3_0694
PP7435_Chr3-1886	PAS_chr3_0686
PP7435_Chr3-1897	PAS_chr3_0685
PP7435_Chr3-1908	PAS_chr3_0681
PP7435_Chr3-1919	PAS_chr3_0677
PP7435_Chr3-1930	homolog not anymore annotated
PP7435_Chr3-1941	PAS_chr3_0628
PP7435_Chr3-1952	PAS_chr3_1203
PP7435_Chr3-1963	PAS_chr3_0624
PP7435_Chr3-1974	PAS_chr3_0623
PP7435_Chr3-1985	PAS_chr3_1202
PP7435_Chr3-1996	PAS_chr3_0616
PP7435_Chr3-2007	PAS_chr3_0588
PP7435_Chr3-2018	PAS_chr3_0582
PP7435_Chr3-2040	PAS_chr3_0564
PP7435_Chr3-2051	PAS_chr3_0563
PP7435_Chr3-2062	PAS_chr3_0558
PP7435_Chr3-2073	PAS_chr3_0557
PP7435_Chr3-2084	PAS_chr3_1199
PP7435_Chr3-2095	PAS_chr3_0552
PP7435_Chr3-2106	PAS_chr3_0544
PP7435_Chr3-2117	PAS_chr3_0543
PP7435_Chr3-2128	homolog not anymore annotated
PP7435_Chr3-2150	PAS_chr3_0474
PP7435_Chr3-2161	PAS_chr3_0473
PP7435_Chr3-2172	PAS_chr3_0436
PP7435_Chr3-2183	PAS_chr3_0435
PP7435_Chr3-2194	PAS_chr3_0429
PP7435_Chr3-2205	PAS_chr3_1190
PP7435_Chr3-2216	PAS_chr3_1189
PP7435_Chr3-2227	PAS_chr3_0424
PP7435_Chr3-2238	PAS_chr3_0401
PP7435_Chr3-2249	PAS_chr3_0400
PP7435_Chr3-2260	PAS_chr3_1188
PP7435_Chr3-2271	PAS_chr3_0393
PP7435_Chr3-2282	PAS_chr3_0392
PP7435_Chr3-2293	PAS_chr3_1183
PP7435_Chr3-2304	no GS115 homolog
PP7435_Chr3-2315	PAS_chr3_1181
PP7435_Chr3-2326	PAS_chr3_0356
PP7435_Chr3-2337	PAS_chr3_0355
PP7435_Chr3-2348	PAS_chr3_0353
PP7435_Chr3-2359	PAS_chr3_0350
PP7435_Chr3-2370	PAS_chr3_1180
PP7435_Chr3-2381	PAS_chr3_0344
PP7435_Chr3-2392	PAS_chr3_1179
PP7435_Chr3-2403	PAS_chr3_0334
PP7435_Chr3-2414	PAS_chr3_0328
PP7435_Chr3-2425	PAS_chr3_0322
PP7435_Chr3-2436	PAS_chr3_0290
PP7435_Chr3-2447	PAS_chr3_0287
PP7435_Chr3-2458	PAS_chr3_0286
PP7435_Chr3-2469	PAS_chr3_0282
PP7435_Chr3-2480	PAS_chr3_1174
PP7435_Chr3-2491	PAS_chr3_0274
PP7435_Chr3-2502	PAS_chr3_0273
PP7435_Chr3-2513	no GS115 homolog
PP7435_Chr3-2524	PAS_chr3_0255
PP7435_Chr3-2535	PAS_chr3_1171
PP7435_Chr3-2546	homolog not anymore annotated
PP7435_Chr3-2557	PAS_chr3_0243
PP7435_Chr3-2568	PAS_chr3_1166
PP7435_Chr3-2579	PAS_chr3_0226
PP7435_Chr3-2590	PAS_chr3_0223
PP7435_Chr3-2601	PAS_chr3_1164
PP7435_Chr3-2612	PAS_chr3_1163
PP7435_Chr3-2623	PAS_chr3_1162
PP7435_Chr3-2634	PAS_chr3_0196
PP7435_Chr3-2645	PAS_chr3_0176
PP7435_Chr3-2656	PAS_chr3_0171
PP7435_Chr3-2667	no GS115 homolog
PP7435_Chr3-2678	no GS115 homolog
PP7435_Chr3-2689	PAS_chr3_0154
PP7435_Chr3-2700	homolog not anymore annotated
PP7435_Chr3-2711	PAS_chr3_1156
PP7435_Chr3-2722	PAS_chr3_0150
PP7435_Chr3-2733	PAS_chr3_0149
PP7435_Chr3-2766	PAS_chr3_0142
PP7435_Chr3-2788	PAS_chr3_0129
PP7435_Chr3-2799	homolog not anymore annotated
PP7435_Chr3-2810	homolog not anymore annotated
PP7435_Chr3-2821	no GS115 homolog
PP7435_Chr3-2832	PAS_chr3_0114
PP7435_Chr3-2843	PAS_chr3_0113
PP7435_Chr3-2854	PAS_chr3_0061
PP7435_Chr3-2865	PAS_chr3_0060
PP7435_Chr3-2876	PAS_chr3_0008
PP7435_Chr4-0001	PAS_chr4_0877
PP7435_Chr4-0002	no GS115 homolog
PP7435_Chr4-0003	PAS_chr4_0879
PP7435_Chr4-0004	PAS_chr4_0880
PP7435_Chr4-0005	PAS_chr4_0881
PP7435_Chr4-0006	PAS_FragD_0002
PP7435_Chr4-0007	PAS_FragD_0003
PP7435_Chr4-0009	PAS_FragD_0009
PP7435_Chr4-0010	PAS_FragD_0010
PP7435_Chr4-0011	PAS_FragD_0011
PP7435_Chr4-0012	PAS_FragD_0012
PP7435_Chr4-0013	PAS_FragD_0013
PP7435_Chr4-0014	PAS_FragD_0014
PP7435_Chr4-0015	PAS_FragD_0015
PP7435_Chr4-0016	PAS_FragD_0016
PP7435_Chr4-0017	PAS_FragD_0017
PP7435_Chr4-0018	PAS_FragD_0018
PP7435_Chr4-0019	PAS_FragD_0019
PP7435_Chr4-0020	PAS_FragD_0020
PP7435_Chr4-0021	PAS_FragD_0021
PP7435_Chr4-0022	PAS_FragD_0022
PP7435_Chr4-0023	PAS_FragD_0023
PP7435_Chr4-0024	PAS_FragD_0024
PP7435_Chr4-0025	PAS_FragD_0031
PP7435_Chr4-0026	PAS_FragD_0025
PP7435_Chr4-0027	PAS_FragD_0026
PP7435_Chr4-0028	PAS_FragD_0027
PP7435_Chr4-0029	no GS115 homolog
PP7435_Chr4-0030	homolog not anymore annotated
PP7435_Chr4-0031	PAS_FragD_0029
PP7435_Chr4-0032	homolog not anymore annotated
PP7435_Chr4-0033	homolog not anymore annotated
PP7435_Chr4-0034	homolog not anymore annotated
PP7435_Chr4-0035	homolog not anymore annotated
PP7435_Chr4-0036	homolog not anymore annotated
PP7435_Chr4-0037	homolog not anymore annotated
PP7435_Chr4-0038	homolog not anymore annotated
PP7435_Chr4-0039	homolog not anymore annotated
PP7435_Chr4-0040	homolog not anymore annotated
PP7435_Chr4-0041	homolog not anymore annotated
PP7435_Chr4-0042	homolog not anymore annotated
PP7435_Chr4-0044	PAS_chr4_0907
PP7435_Chr4-0045	PAS_chr4_0906
PP7435_Chr4-0046	PAS_chr4_0905
PP7435_Chr4-0047	PAS_chr4_0904
PP7435_Chr4-0048	PAS_chr4_0903
PP7435_Chr4-0049	PAS_chr4_0902
PP7435_Chr4-0050	PAS_chr4_0901
PP7435_Chr4-0051	PAS_chr4_0900
PP7435_Chr4-0052	PAS_chr4_0899
PP7435_Chr4-0053	PAS_chr4_0898
PP7435_Chr4-0054	PAS_chr4_0897
PP7435_Chr4-0055	PAS_chr4_0896
PP7435_Chr4-0056	PAS_chr4_0895
PP7435_Chr4-0057	PAS_chr4_0894
PP7435_Chr4-0058	PAS_chr4_0893
PP7435_Chr4-0059	PAS_chr4_0892
PP7435_Chr4-0060	
PP7435_Chr4-0061	PAS_chr4_0891
PP7435_Chr4-0062	
PP7435_Chr4-0063	PAS_chr4_0890
PP7435_Chr4-0064	PAS_chr4_0889
PP7435_Chr4-0065	PAS_chr4_0888
PP7435_Chr4-0066	PAS_chr4_0935
PP7435_Chr4-0067	PAS_chr4_0887
PP7435_Chr4-0068	PAS_chr4_0885
PP7435_Chr4-0069	PAS_chr4_0883
PP7435_Chr4-0070	no GS115 homolog
PP7435_Chr4-0071	no GS115 homolog
PP7435_Chr4-0072	PAS_chr4_0879
PP7435_Chr4-0073	PAS_chr4_1001
PP7435_Chr4-0074	PAS_chr4_0877
PP7435_Chr4-0075	PAS_chr4_0875
PP7435_Chr4-0076	PAS_chr4_0874
PP7435_Chr4-0077	PAS_chr4_0873
PP7435_Chr4-0078	PAS_chr4_0872
PP7435_Chr4-0079	PAS_chr4_0871
PP7435_Chr4-0080	PAS_chr4_0869
PP7435_Chr4-0081	PAS_chr4_0868
PP7435_Chr4-0082	PAS_chr4_0867
PP7435_Chr4-0083	PAS_chr4_0866
